repeat,layer,AUROC,Accuracy,F1
2,19,0.5261111111111111,0.5116666666666666,0.5111908132850326
2,20,0.4995555555555556,0.5183333333333333,0.5294058245277757
2,21,0.5069444444444444,0.5016666666666667,0.5065947688537968
2,22,0.48372222222222216,0.49000000000000005,0.49505501317345396
2,23,0.4867222222222223,0.48,0.4883736509877995
2,24,0.5097777777777779,0.4883333333333333,0.499766699046159
3,0,0.5,0.5,0.6666666666666666
3,1,0.47455555555555556,0.47166666666666657,0.46444881908276325
3,2,0.4734444444444444,0.4683333333333334,0.4741256210045667
3,3,0.4688333333333333,0.48166666666666663,0.48211572579638046
3,4,0.46738888888888885,0.47000000000000003,0.475026732328718
3,5,0.47505555555555556,0.4916666666666667,0.5042001988244998
3,6,0.4693888888888889,0.4666666666666666,0.4644387890374226
3,7,0.5042777777777777,0.485,0.47847815598200805
3,8,0.4882777777777777,0.4833333333333333,0.4782334165436031
3,9,0.47433333333333333,0.4633333333333334,0.4515145216856899
3,10,0.5005000000000001,0.5066666666666666,0.5005276269547484
3,11,0.4449444444444445,0.45,0.44795333795333797
3,12,0.46288888888888885,0.47833333333333333,0.475177451826287
3,13,0.4525,0.4616666666666667,0.46704689938600785
3,14,0.4344444444444445,0.4533333333333333,0.454279685730376
3,15,0.46966666666666673,0.4616666666666666,0.4675722204115552
3,16,0.4572222222222222,0.49000000000000005,0.49374905014558823
3,17,0.4847777777777778,0.4916666666666667,0.4827604178910005
3,18,0.47394444444444445,0.45999999999999996,0.460551203329406
3,19,0.4647777777777778,0.4783333333333334,0.4853102515015356
3,20,0.4691111111111111,0.4666666666666666,0.4736933560672424
3,21,0.4676111111111111,0.4833333333333334,0.4764325935263104
3,22,0.47438888888888886,0.4883333333333333,0.4818871087982058
3,23,0.4573333333333333,0.49499999999999994,0.49889626874298615
3,24,0.4686666666666667,0.47000000000000003,0.46803398068673563
4,0,0.5,0.5,0.6666666666666666
4,1,0.5067222222222223,0.485,0.4871408593518908
4,2,0.5328888888888889,0.5183333333333333,0.5133936409120824
4,3,0.553,0.55,0.5569974460003286
4,4,0.5522777777777778,0.545,0.5498835718500952
4,5,0.547611111111111,0.5433333333333333,0.5426726573550016
4,6,0.5331666666666667,0.5216666666666667,0.5168811012218189
4,7,0.4965,0.4916666666666667,0.49735272689242416
4,8,0.5158333333333334,0.5016666666666667,0.5032242182118749
4,9,0.5203333333333333,0.5050000000000001,0.5113496983956147
4,10,0.512888888888889,0.5149999999999999,0.5147266874539602
4,11,0.5053888888888889,0.5216666666666667,0.512303085745263
4,12,0.5233333333333334,0.5050000000000001,0.49740319131542987
4,13,0.5261666666666667,0.5083333333333333,0.5068786671445478
4,14,0.529888888888889,0.5083333333333334,0.4898374970595154
4,15,0.5213333333333333,0.5149999999999999,0.5142334783119515
4,16,0.5458333333333333,0.5366666666666667,0.5376834163547513
4,17,0.5247222222222223,0.5199999999999999,0.5070268609790768
4,18,0.5466666666666666,0.5466666666666666,0.5508723857212956
4,19,0.5445,0.5433333333333333,0.545589307405986
4,20,0.5017222222222223,0.4883333333333333,0.48197301654318847
4,21,0.5199999999999999,0.51,0.5145032392911297
4,22,0.5059444444444445,0.5199999999999999,0.5257594332654001
4,23,0.5122777777777777,0.5233333333333333,0.5314017523621183
4,24,0.5360555555555555,0.5366666666666667,0.5331399481270294
5,0,0.5,0.5,0.6666666666666666
5,1,0.4535555555555556,0.46333333333333326,0.4808734545397527
5,2,0.4666666666666667,0.47333333333333333,0.46730414659790387
5,3,0.4565,0.4683333333333334,0.46100567020403255
5,4,0.4881666666666667,0.4883333333333333,0.48988744790502514
5,5,0.4698333333333333,0.46499999999999997,0.4727680273677768
5,6,0.45516666666666666,0.47333333333333333,0.4763701534319636
5,7,0.48450000000000004,0.48,0.4842516148975511
5,8,0.49883333333333335,0.4916666666666667,0.5008081858778607
5,9,0.5058888888888889,0.495,0.48903832500235966
5,10,0.5310555555555555,0.515,0.521924783805486
